id,code,place_name_id,county_id
753,4028,553,8
754,4029,553,8
755,4030,553,8
756,4031,553,8
757,4032,553,8
758,4033,553,8
759,4034,553,8
760,3825,554,4
761,7144,555,16
762,3643,556,4
763,8135,557,6
764,2649,558,12
765,2337,559,13
766,4516,560,15
767,3395,561,9
768,7915,562,2
769,9365,563,7
770,4130,564,8
771,6621,565,5
772,6772,566,5
773,3834,567,4
774,3275,568,9
775,5510,569,3
776,8460,570,18
777,7683,571,2
778,7072,572,16
779,2049,573,13
780,2643,574,12
781,8764,575,19
782,7817,576,2
783,8482,577,18
784,9914,578,3
785,5624,579,19
786,8874,580,19
787,8357,581,5
788,7228,582,4
789,8989,583,5
790,8597,584,3
791,6766,585,3
792,4495,586,16
793,3627,587,15
794,6781,588,13
795,5836,589,9
796,5745,590,9
797,7200,591,11
798,4492,592,12
799,2182,593,17
800,2027,594,17
801,3263,595,19
802,2344,596,16
803,9147,597,18
804,8244,598,15
805,3374,599,11
806,2510,600,13
807,3153,601,7
808,9913,602,18
809,8799,603,17
810,3721,604,19
811,9791,605,4
812,6342,606,1
813,7849,607,2
814,7846,608,2
815,7967,609,2
816,7977,610,14
817,7960,611,2
818,7967,612,2
819,7850,613,2
820,7843,614,2
821,7851,615,2
822,7847,616,2
823,7960,617,2
824,7979,618,14
825,2646,619,12
826,3635,620,4
827,8416,621,18
828,9556,622,17
829,2545,623,11
830,2023,624,13
831,6323,625,1
832,6513,626,1
833,7020,627,16
834,2330,628,13
835,2120,629,13
836,9225,630,7
837,6328,631,1
838,9235,632,7
839,9174,633,7
840,7712,634,2
841,6333,635,1
842,7135,636,16
843,2897,637,11
844,9175,638,7
845,9226,639,7
846,6325,640,1
847,2407,641,6
848,2400,641,6
849,2336,642,13
850,6087,643,1
851,6353,644,1
852,7224,645,16
853,9451,646,7
854,4211,647,8
855,9083,648,7
856,3013,649,9
857,3053,650,12
858,5515,651,3
859,7457,652,14
860,2233,653,13
861,7443,654,14
862,3783,655,4
863,3780,655,4
864,9343,656,7
865,3304,657,9
866,3323,657,9
867,3300,657,9
868,7763,658,2
869,8497,659,18
870,8765,660,19
871,3321,661,9
872,3337,662,9
873,3341,663,9
874,3379,664,9
875,3461,665,4
876,3394,666,9
877,3757,667,9
878,3328,668,4
879,8913,669,19
880,9684,670,17
881,9314,671,7
882,4067,672,8
883,4069,672,8
884,3043,673,12
885,9473,674,7
886,3185,675,12
887,7824,676,2
